REGIONAL;SUPERVISOR;VENDEDOR;ROTA;CNPJ;FANTASIA;FORMA DE PAGAMENTO;SEM COMPRAR?;Nº PEDIDOS; MÉDIA FATURAMENTO LÍQ ; TKT MED ;% MARGEM CONTRIBUIÇÃO;R$ MARGEM DE CONTRIBUIÇÃO;FAIXA;LUCRO MEDIO;LATITUDE;LONGITUDE
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;100 - L81 - AUTO SERVICO 1;1692;BENCAO DE DEUS - CAUCAIA;A vista;-;2; R$ 468,15 ; R$ 234,08 ;45,69%; R$ 3.680,93 ;MÁXIMO (ACIMA DE R$ 200; R$ 228,73 ;-3.7085863;-38.6568387
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;MARCIO RENNE GOMES SANDERS;111 - L81 - PEQUENO VAREJO 2;1702;PANIFICADORA MAGALHAES;A vista;SIM;0; R$ -   ; R$ -   ;46,22%; R$ 805,39 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.8279077;-38.6075629
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;215 - L82-BELA CRUZ-SEDE ;1705;MERCANTIL SANTA RITA;A vista  + 10 dias;SIM;0; R$ -   ; R$ -   ;18,04%; R$ 1.414,31 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.0562147;-40.1682999
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;PAMELA MARTINS GONCALVES;151 - L81 - PEQUENO VAREJO 6;1708;NOSSA SRA DE FATIMA;30 dias Boleto;-;2; R$ 3.222,13 ; R$ 1.611,07 ;12,89%; R$ 13.485,32 ;MÁXIMO (ACIMA DE R$ 200; R$ 670,53 ;-3.8359504;-38.5950891
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;1712;PADARIA PAO PURO;7 dias Boleto;SIM;0; R$ -   ; R$ -   ;36,90%; R$ 870,70 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.7283476;-38.7020008
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;225 - L82-MORRINHOS-SEDE ;1713;MERCANTIL EDILTON;A vista  + 10 dias;-;2; R$ 341,00 ; R$ 170,50 ;45,16%; R$ 2.680,85 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 171,71 ;-3.2306778;-40.1211663
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;215 - L82-BELA CRUZ-SEDE ;1721;COMERCIAL SOUSA FILHO;21 dias Boleto;-;1; R$ 845,60 ; R$ 845,60 ;20,95%; R$ 3.942,08 ;MÁXIMO (ACIMA DE R$ 200; R$ 234,64 ;-3.0592586;-40.1653967
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;204 - L82-ACARAU LITORAL ;1735;DM MERCADINHO;14 dias Boleto;SIM;0; R$ -   ; R$ -   ;25,95%; R$ 75,54 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-2.8633781;-40.0531178
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;1743;MERCEARIA FREITAS;A vista  + 10 dias;-;1; R$ 300,92 ; R$ 300,92 ;17,21%; R$ 1.605,99 ;MÁXIMO (ACIMA DE R$ 200; R$ 66,26 ;-2.9944664;-40.1300131
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOAO PAULO RODRIGUES DE SOUSA;230 - L82-SANTANA ACARAU-SEDE ;1757;PADARIA SAO JOAO;14 dias Boleto;-;2; R$ 427,18 ; R$ 213,59 ;34,87%; R$ 2.536,52 ;MÁXIMO (ACIMA DE R$ 200; R$ 156,73 ;-3.461654;-40.2066723
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOAO PAULO RODRIGUES DE SOUSA;230 - L82-SANTANA ACARAU-SEDE ;1763;MERCADINHO PAQUE MENOS;A vista  + 10 dias;-;1; R$ 147,37 ; R$ 147,37 ;24,02%; R$ 514,50 ;MÍNIMO (R$ 130 À R$ 150); R$ 45,24 ;-3.4591573;-40.2116779
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;205 - L82-ACARAU-SEDE;1767;MERCIARIA OSEIAS;14 dias Boleto;-;3; R$ 475,35 ; R$ 158,45 ;36,86%; R$ 4.996,70 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 238,94 ;-2.92070561;-40.12394253
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;MARCIO RENNE GOMES SANDERS;111 - L81 - PEQUENO VAREJO 2;1770;MERCANTIL DEUS TE PAGUE;14 dias Boleto;-;2; R$ 1.309,60 ; R$ 654,80 ;32,74%; R$ 3.566,25 ;MÁXIMO (ACIMA DE R$ 200; R$ 603,83 ;-3.7881655;-38.6279994
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;120 - L81 - AUTO SERVICO 3;1777;BENCAO DE DEUS - MARACANAU;14 dias Boleto;-;3; R$ 708,79 ; R$ 236,26 ;37,57%; R$ 3.605,47 ;MÁXIMO (ACIMA DE R$ 200; R$ 334,58 ;-3.8463687;-38.6555481
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;1783;MERCADINHO CASA DO PEIXE;7 dias Boleto;SIM;0; R$ -   ; R$ -   ;34,73%; R$ 1.301,35 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.7539501;-38.6229396
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;MARCIO RENNE GOMES SANDERS;111 - L81 - PEQUENO VAREJO 2;1786;MERCADINHO AGUIAR;14 dias Boleto;-;1; R$ 558,26 ; R$ 558,26 ;35,02%; R$ 4.228,38 ;MÁXIMO (ACIMA DE R$ 200; R$ 250,40 ;-3.7780893;-38.616795
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;220 - L82-MARCO-SEDE ;1790;MERCANTIL GERALDO TEOFILO;7 dias Boleto;-;1; R$ 275,13 ; R$ 275,13 ;38,52%; R$ 2.015,94 ;MÁXIMO (ACIMA DE R$ 200; R$ 132,23 ;-3.1206799;-40.1501857
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;220 - L82-MARCO-SEDE ;1797;FJ FRIOS;A vista  + 10 dias;-;2; R$ 597,35 ; R$ 298,68 ;34,40%; R$ 3.748,20 ;MÁXIMO (ACIMA DE R$ 200; R$ 278,49 ;-3.1223055;-40.1523982
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;121 - L81 - PEQUENO VAREJO 3;1812;PANIFICADORA NOSSO PAO;A vista;-;1; R$ 411,00 ; R$ 411,00 ;31,47%; R$ 2.196,99 ;MÁXIMO (ACIMA DE R$ 200; R$ 155,32 ;-3.8943696;-38.6881168
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;255 - L82-IRAUCUBA-SEDE;1815;PADARIA PAES DA HORA;7 dias Boleto;-;1; R$ 351,40 ; R$ 351,40 ;48,49%; R$ 2.596,30 ;MÁXIMO (ACIMA DE R$ 200; R$ 174,94 ;-3.7522366;-39.7813582
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;121 - L81 - PEQUENO VAREJO 3;1817;PANIFICADORA O MAX;14 dias Boleto;-;3; R$ 696,73 ; R$ 232,24 ;38,36%; R$ 3.519,70 ;MÁXIMO (ACIMA DE R$ 200; R$ 293,58 ;-3.8858374;-38.6815548
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;225 - L82-MORRINHOS-SEDE ;1846;MERCANTIL O SOARES;14 dias Boleto;-;2; R$ 2.097,62 ; R$ 1.048,81 ;29,06%; R$ 10.508,99 ;MÁXIMO (ACIMA DE R$ 200; R$ 831,46 ;-3.229244;-40.1222582
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;121 - L81 - PEQUENO VAREJO 3;1873;PANIFICADORA BOA OPCAO;A vista;-;2; R$ 401,68 ; R$ 200,84 ;43,98%; R$ 3.271,48 ;MÁXIMO (ACIMA DE R$ 200; R$ 187,13 ;-3.8219527;-38.6279053
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;120 - L81 - AUTO SERVICO 3;1875;UNICOMPRAS - LJ 01;21 dias Boleto;-;3; R$ 5.364,88 ; R$ 1.788,29 ;20,20%; R$ 19.789,75 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.783,92 ;-3.8891567;-38.6108356
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;180 - L82-ITAPIPOCA-VAREJO;1876;BAR JOAO MOTA;A vista  + 10 dias;-;2; R$ 293,83 ; R$ 146,91 ;47,02%; R$ 2.515,15 ;MÍNIMO (R$ 130 À R$ 150); R$ 150,06 ;-3.5094076;-39.5832157
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;250 - L82-ITAPAJE-SEDE ;1879;MERCEARIA O LUCIVAN;A vista  + 10 dias;-;2; R$ 334,07 ; R$ 167,03 ;47,87%; R$ 3.539,38 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 169,33 ;-3.7000917;-39.5997772
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;220 - L82-MARCO-SEDE ;1910;MERCADINHO JUNIOR;7 dias Boleto;-;2; R$ 290,40 ; R$ 145,20 ;43,82%; R$ 1.879,45 ;MÍNIMO (R$ 130 À R$ 150); R$ 149,26 ;-3.1205016;-40.1510494
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;MARCIO RENNE GOMES SANDERS;111 - L81 - PEQUENO VAREJO 2;1924;SENHOR NEVES;A vista;SIM;0; R$ -   ; R$ -   ;38,13%; R$ 3.470,20 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.7622105;-38.5934507
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;120 - L81 - AUTO SERVICO 3;1963;LAREDO - MARANGUAPE;21 dias Boleto;-;2; R$ 3.645,21 ; R$ 1.822,61 ;22,02%; R$ 12.310,34 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.126,19 ;-3.89206803;-38.68194164
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;MARCIO RENNE GOMES SANDERS;110 - L81 - AUTO SERVICO 2;1967;SAO FRANCISCO - FILIAL LJ 02;21 dias Boleto;-;4; R$ 3.519,72 ; R$ 879,93 ;26,02%; R$ 15.337,88 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.220,78 ;-3.7865804;-38.5979579
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;120 - L81 - AUTO SERVICO 3;1980;SUPERMERCADO ATACAREJO IRMAO;14 dias Boleto;-;1; R$ 882,46 ; R$ 882,46 ;22,61%; R$ 4.188,67 ;MÁXIMO (ACIMA DE R$ 200; R$ 287,92 ;-3.8958534;-38.6839187
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;121 - L81 - PEQUENO VAREJO 3;1982;MERCADINHO NOVIN;A vista;-;1; R$ 280,17 ; R$ 280,17 ;40,61%; R$ 1.905,02 ;MÁXIMO (ACIMA DE R$ 200; R$ 126,50 ;-3.8946194;-38.617515
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;100 - L81 - AUTO SERVICO 1;1988;VARIEDADES SUPERMERCADOS - LJ 02;21 dias Boleto;-;1; R$ 940,80 ; R$ 940,80 ;28,10%; R$ 2.062,19 ;MÁXIMO (ACIMA DE R$ 200; R$ 278,41 ;-3.7592169;-38.6557872
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;120 - L81 - AUTO SERVICO 3;1998;SUPERMERCADO PROGRESSO;30 dias Boleto;-;4; R$ 14.139,26 ; R$ 3.534,82 ;19,86%; R$ 54.789,60 ;MÁXIMO (ACIMA DE R$ 200; R$ 4.117,17 ;-3.8775392;-38.6087159
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;200 - L82-ITAREMA-SEDE ;2018;MERCADINHO A & H;7 dias Boleto;SIM;0; R$ -   ; R$ -   ;22,74%; R$ 384,61 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-2.9206055;-39.9150095
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;200 - L82-ITAREMA-SEDE ;2028;MERCADINHO LAGO VERDE;A vista  + 10 dias;-;2; R$ 231,98 ; R$ 115,99 ;40,75%; R$ 1.095,15 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ 115,79 ;-2.9203826;-39.920936
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;2041;ECONOMICO MERCADINHO;7 dias Boleto;SIM;0; R$ -   ; R$ -   ;11,80%; R$ 313,41 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.1204743;-40.0843006
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;200 - L82-ITAREMA-SEDE ;2049;MERCADINHO MULATO;7 dias Boleto;-;1; R$ 191,06 ; R$ 191,06 ;19,34%; R$ 505,02 ;REGULAR (R$ 180 À R$ 200); R$ 64,63 ;-2.9234384;-39.9128495
LATICINIO - INTERIOR;LUIZ EDMILSON CARDOSO DA COSTA;CAIO MAGALHAES VIANA;141 - L82-TRAIRI-PRAIAS;2061;MERCD MOITAS;A vista  + 10 dias;-;1; R$ 274,10 ; R$ 274,10 ;31,83%; R$ 2.625,22 ;MÁXIMO (ACIMA DE R$ 200; R$ 136,16 ;-3.1808859;-39.3734641
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;235 - L82-JIJOCA JERICOACOARA ;2067;COMPRE FACIL;21 dias Boleto;-;2; R$ 2.220,60 ; R$ 1.110,30 ;38,55%; R$ 8.109,09 ;MÁXIMO (ACIMA DE R$ 200; R$ 886,36 ;-2.89636534;-40.45304976
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;2077;MERCAD BOM PRECO;A vista  + 10 dias;-;1; R$ 176,40 ; R$ 176,40 ;43,35%; R$ 1.817,97 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 103,64 ;-3.05895889;-40.10667211
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;2084;MERCADINHO ANGELA;A vista;-;1; R$ 156,60 ; R$ 156,60 ;36,21%; R$ 866,26 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 84,23 ;-3.7588441;-38.6630061
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;2086;MERCEARIA CHICHICO;7 dias Boleto;-;2; R$ 276,08 ; R$ 138,04 ;49,01%; R$ 2.658,12 ;MÍNIMO (R$ 130 À R$ 150); R$ 145,03 ;-2.97881551;-40.12705913
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;185 - L82-AMONTADA-SEDE;2095;JACINTO SUPERMERCADO;14 dias Boleto;-;2; R$ 4.997,49 ; R$ 2.498,75 ;37,78%; R$ 37.076,60 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.178,91 ;-3.361253;-39.8331334
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;2096;MERCEARIA ROSELANDIA;A vista  + 10 dias;-;1; R$ 176,52 ; R$ 176,52 ;38,02%; R$ 1.198,67 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 69,81 ;-3.03022306;-40.12400977
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;2106;LANCHONETE DAS CHAGAS;A vista  + 10 dias;-;1; R$ 175,50 ; R$ 175,50 ;39,49%; R$ 1.159,76 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 69,81 ;-2.9626219;-40.124351
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;2113;MERCANTIL OSILANDO;A vista  + 10 dias;-;1; R$ 214,20 ; R$ 214,20 ;47,01%; R$ 2.127,10 ;MÁXIMO (ACIMA DE R$ 200; R$ 102,05 ;-3.1204743;-40.0843006
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;210 - L82-CRUZ-SEDE;2119;MERCADINHO MF;A vista  + 10 dias;-;2; R$ 617,15 ; R$ 308,57 ;10,87%; R$ 1.429,92 ;MÁXIMO (ACIMA DE R$ 200; R$ 119,81 ;-2.9154747;-40.1753749
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;2122;COMERCIAL ERONILDO;7 dias Boleto;-;1; R$ 220,96 ; R$ 220,96 ;15,96%; R$ 806,74 ;MÁXIMO (ACIMA DE R$ 200; R$ 72,90 ;-2.88459529;-40.1196469
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;MARCIO RENNE GOMES SANDERS;111 - L81 - PEQUENO VAREJO 2;2126;NOVO SIQUEIRA;30 dias Boleto;-;4; R$ 6.192,48 ; R$ 1.548,12 ;24,71%; R$ 31.348,93 ;MÁXIMO (ACIMA DE R$ 200; R$ 2.147,02 ;-3.80892581;-38.62755341
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;131 - L81 - PEQUENO VAREJO 4;2138;MERCADINHO CICERO;7 dias Boleto;SIM;0; R$ -   ; R$ -   ;30,08%; R$ 733,30 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.7370009;-38.5934234
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;100 - L81 - AUTO SERVICO 1;2140;MERCADINHO QUATRO IRMAOS;7 dias Boleto;-;1; R$ 183,55 ; R$ 183,55 ;40,95%; R$ 945,60 ;REGULAR (R$ 180 À R$ 200); R$ 103,29 ;-3.7271072;-38.7011604
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;225 - L82-MORRINHOS-SEDE ;2151;PADARIA DEUS E MAIS;14 dias Boleto;-;1; R$ 1.120,77 ; R$ 1.120,77 ;26,13%; R$ 4.311,05 ;MÁXIMO (ACIMA DE R$ 200; R$ 330,41 ;-3.2295341;-40.1221994
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;JOAO PAULO RODRIGUES DE SOUSA;230 - L82-SANTANA ACARAU-SEDE ;2177;COMERCIAL MIMI;A vista  + 10 dias;-;2; R$ 276,15 ; R$ 138,08 ;34,54%; R$ 1.082,50 ;MÍNIMO (R$ 130 À R$ 150); R$ 97,67 ;-3.4602306;-40.2129048
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;207 - L82-ACARAU-BR 403;2193;MERCEARIA JOSE NEUTO;A vista  + 10 dias;-;1; R$ 907,64 ; R$ 907,64 ;24,63%; R$ 898,64 ;MÁXIMO (ACIMA DE R$ 200; R$ 303,51 ;-3.14023947;-40.08508381
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;FELIPE JUNIOR ALVES DE FREITAS;205 - L82-ACARAU-SEDE;2203;PARAISO DAS FRUTAS;14 dias Boleto;-;2; R$ 593,70 ; R$ 296,85 ;23,29%; R$ 3.056,01 ;MÁXIMO (ACIMA DE R$ 200; R$ 153,27 ;-2.8855998;-40.1194598
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;2207;PANE SAN PADARIA & CONFEITARIA;7 dias Boleto;-;2; R$ 684,90 ; R$ 342,45 ;40,53%; R$ 6.862,15 ;MÁXIMO (ACIMA DE R$ 200; R$ 291,84 ;-3.7583253;-38.6354708
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARIA DANNIELY DOS SANTOS;181 - L82-ITAPIPOCA-AUTO SERVICO;2238;SUPERMERCADO ECONOMICO;30 dias Boleto;-;4; R$ 14.635,16 ; R$ 3.658,79 ;27,88%; R$ 80.549,77 ;MÁXIMO (ACIMA DE R$ 200; R$ 5.272,35 ;-3.500866;-39.5822969
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;100 - L81 - AUTO SERVICO 1;2240;SUPER CUMBUCO - CUMBUCO - LJ 01;28 dias Boleto                                    ;-;2; R$ 1.884,87 ; R$ 942,44 ;23,78%; R$ 13.998,12 ;MÁXIMO (ACIMA DE R$ 200; R$ 694,45 ;-3.625908;-38.7283622
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;2247;MERCADINHO ZE AIRTON;7 dias Boleto;-;1; R$ 137,85 ; R$ 137,85 ;45,72%; R$ 1.642,67 ;MÍNIMO (R$ 130 À R$ 150); R$ 60,53 ;-3.7449865;-38.6498108
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;2267;PADARIA DO CARLOS;7 dias Boleto;-;2; R$ 826,00 ; R$ 413,00 ;44,57%; R$ 6.476,55 ;MÁXIMO (ACIMA DE R$ 200; R$ 379,76 ;-3.7453952;-38.6070915
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;100 - L81 - AUTO SERVICO 1;2279;EXITO - ACAPULCO;21 dias Boleto;-;2; R$ 2.314,21 ; R$ 1.157,11 ;23,82%; R$ 13.387,61 ;MÁXIMO (ACIMA DE R$ 200; R$ 690,09 ;-3.758694;-38.625415
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;MARCIO RENNE GOMES SANDERS;110 - L81 - AUTO SERVICO 2;2292;CLAECK SUPERMERCADO - PRQ SANTANA;21 dias Boleto;-;1; R$ 1.882,40 ; R$ 1.882,40 ;33,17%; R$ 5.320,13 ;MÁXIMO (ACIMA DE R$ 200; R$ 776,96 ;-3.8142935;-38.5831318
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;RICARDO DE SOUSA LIMA;121 - L81 - PEQUENO VAREJO 3;2299;PANIFICADORA NOSSA SRA DA GUIA;7 dias Boleto;SIM;0; R$ -   ; R$ -   ;5,51%; R$ 111,03 ;ABAIXO DO MÍNIMO (R$ 0 À R$ 130); R$ -   ;-3.8487703;-38.6136662
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;390 - L81 - AS - COMETA 3;2309;COMETA (TREZE DE MAIO);Transferencia 50 dias;-;2; R$ 5.099,25 ; R$ 2.549,62 ;13,96%; R$ 14.479,05 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.544,98 ;-3.7495749;-38.5285489
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARCIO JOSE PEREIRA BARBOSA;250 - L82-ITAPAJE-SEDE ;2332;MERCANTIL O ROBERIO;A vista  + 10 dias;-;1; R$ 275,47 ; R$ 275,47 ;41,41%; R$ 2.377,72 ;MÁXIMO (ACIMA DE R$ 200; R$ 128,28 ;-3.6862242;-39.5810285
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;2333;MERCADINHO DOIS IRMAOS;A vista;-;1; R$ 131,90 ; R$ 131,90 ;40,99%; R$ 719,95 ;MÍNIMO (R$ 130 À R$ 150); R$ 70,90 ;-3.74066503;-38.60610613
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DENIS FERNANDES DA COSTA;101 - L81 - PEQUENO VAREJO 1;2337;MERCADINHO VITORIA;7 dias Boleto;-;1; R$ 173,92 ; R$ 173,92 ;49,75%; R$ 1.911,40 ;ACIMA DO MÍNIMO (R$ 150 À R$ 180); R$ 94,60 ;-3.754912;-38.6618811
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;DALTON CRISTIANO BARROS MEDEIROS;131 - L81 - PEQUENO VAREJO 4;2340;MERCANTIL POPULAR;A vista;-;2; R$ 611,20 ; R$ 305,60 ;42,63%; R$ 2.976,10 ;MÁXIMO (ACIMA DE R$ 200; R$ 317,63 ;-3.7130283;-38.5534343
LATICINIO - INTERIOR;VALNEY LOIOLA ALBUQUERQUE;MARIA DANNIELY DOS SANTOS;181 - L82-ITAPIPOCA-AUTO SERVICO;2347;O VAREJAO;30 dias Boleto;-;2; R$ 4.162,13 ; R$ 2.081,06 ;24,56%; R$ 17.497,18 ;MÁXIMO (ACIMA DE R$ 200; R$ 1.207,87 ;-3.5003421;-39.5819445
LATICINIO - FORTALEZA;MARCOS ANTONIO GONCALVES MAGALHAES;MARCOS ANTONIO GONCALVES MAGALHAES;372 - L81 - AS - COMETA 2;2351;COMETA (OSORIO DE PAIVA);Transferencia 50 dias;-;2; R$ 2.127,58 ; R$ 1.063,79 ;4,69%; R$ 2.111,31 ;MÁXIMO (ACIMA DE R$ 200; R$ 672,77 ;-3.8109052;-38.6092229
LATICINIO - FORTALEZA;JOAO NAZARENO AIRES BARBOSA;MARCIO RENNE GOMES SANDERS;110 - L81 - AUTO SERVICO 2;2355;SUPERMERCADO VAREJAO - MANOEL SATIRO;28 dias Boleto                                    ;-;2; R$ 1.525,18 ; R$ 762,59 ;31,38%; R$ 5.405,64 ;MÁXIMO (ACIMA DE R$ 200; R$ 579,62 ;-3.79989965;-38.5774981
